c1,c2,c3,place,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Skive,1739,1704,1684,1639,1542,1504,1280,1219,1228,1171
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Struer,811,789,764,718,692,688,625,561,558,511
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Viborg,3414,3164,3146,3061,2990,2904,2610,2494,2513,2323
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Brønderslev,1362,1358,1359,1293,1245,1233,1075,967,976,911
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Frederikshavn,2344,2275,2126,2065,1961,1954,1773,1732,1685,1537
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Hjørring,2444,2354,2300,2173,2157,2093,1859,1802,1828,1648
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Jammerbugt,1546,1451,1379,1362,1319,1307,1183,1070,1087,930
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Læsø,59,69,51,63,49,54,43,48,42,42
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Mariagerfjord,1543,1526,1503,1397,1374,1397,1249,1175,1175,1082
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Morsø,773,767,809,746,720,687,632,600,609,566
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Rebild,1096,1120,1108,1085,1000,989,858,764,732,670
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Thisted,1762,1732,1689,1616,1536,1532,1358,1281,1276,1166
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Vesthimmerlands,1389,1400,1394,1328,1263,1282,1193,1136,1093,960
Families in the group (Number),"600,000 - 699,999 DKK","Couples, total",Aalborg,6020,5893,5722,5521,5370,5486,4814,4843,4788,4529
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",All Denmark,26562,29233,31680,34124,37804,41273,50270,56747,59361,68998
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Copenhagen,4691,5142,5598,6077,6918,7572,9405,10548,11150,13022
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Frederiksberg,1255,1406,1474,1501,1621,1674,2003,2085,2134,2294
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Dragør,93,112,113,116,106,123,152,158,150,171
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Tårnby,191,227,247,300,318,325,415,455,493,598
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Albertslund,135,145,154,166,174,204,261,267,263,321
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ballerup,274,315,324,362,359,413,465,505,542,678
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Brøndby,126,144,166,180,202,181,267,287,318,401
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Gentofte,763,842,831,883,899,970,1114,1149,1101,1228
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Gladsaxe,464,465,543,580,585,622,817,812,892,1031
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Glostrup,103,123,124,150,157,176,228,266,255,317
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Herlev,158,167,165,174,220,235,294,300,342,382
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Hvidovre,249,288,290,314,363,426,451,525,551,624
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Høje-Taastrup,227,266,265,299,325,363,462,532,615,683
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ishøj,71,91,114,128,128,131,160,178,210,233
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Lyngby-Taarbæk,483,520,564,576,616,651,745,793,775,916
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Rødovre,197,245,249,278,276,318,370,426,458,550
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Vallensbæk,89,111,119,118,127,150,178,193,170,211
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Allerød,177,186,210,195,232,243,276,296,269,309
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Egedal,264,295,297,300,341,345,451,464,504,590
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Fredensborg,289,289,305,307,325,370,438,458,469,543
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Frederikssund,212,229,282,305,333,399,447,537,552,627
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Furesø,289,309,327,364,365,357,418,446,488,530
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Gribskov,234,280,285,306,305,328,381,440,459,544
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Halsnæs,165,179,181,211,235,222,300,312,338,417
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Helsingør,350,399,437,478,520,577,679,746,745,846
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Hillerød,341,334,335,361,411,482,544,650,662,788
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Hørsholm,247,214,259,272,265,268,294,315,281,359
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Rudersdal,510,525,575,583,579,633,671,680,685,785
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Bornholm,103,121,136,152,151,173,218,245,249,276
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Greve,280,298,289,344,367,402,412,509,473,571
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Køge,305,341,344,396,398,462,543,611,638,778
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Lejre,128,135,173,172,207,211,273,299,293,326
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Roskilde,569,591,644,685,732,792,970,1048,1035,1215
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Solrød,138,150,162,162,162,182,232,243,263,276
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Faxe,161,170,170,197,221,251,290,342,390,451
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Guldborgsund,176,192,222,251,265,302,389,465,457,573
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Holbæk,273,343,406,391,474,513,653,724,762,913
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Kalundborg,214,238,289,298,316,358,452,585,540,740
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Lolland,95,113,127,124,139,151,187,219,257,320
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Næstved,300,318,376,417,488,538,729,875,843,976
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Odsherred,118,119,132,161,170,204,258,303,271,326
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ringsted,131,151,170,185,200,234,263,330,345,439
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Slagelse,264,284,325,371,448,484,621,750,749,864
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Sorø,107,135,163,177,199,226,241,296,291,345
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Stevns,104,112,112,117,155,156,186,214,225,252
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Vordingborg,156,185,205,220,256,280,348,387,391,487
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Assens,100,122,147,135,156,188,218,267,272,319
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Faaborg-Midtfyn,139,153,157,155,191,201,276,350,351,400
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Kerteminde,67,89,98,102,120,126,146,137,172,205
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Langeland,25,31,36,34,41,40,60,58,66,79
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Middelfart,138,167,148,184,203,187,262,290,345,387
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Nordfyns,78,82,94,102,122,131,135,170,202,261
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Nyborg,88,102,126,117,155,153,180,219,255,273
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Odense,698,750,815,885,1082,1189,1387,1584,1673,2045
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Svendborg,198,197,220,248,268,321,364,425,444,562
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ærø,21,24,29,27,20,20,33,38,32,48
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Billund,87,105,110,124,136,136,180,206,258,264
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Esbjerg,444,472,522,526,600,701,790,911,924,1107
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Fanø,24,20,22,20,24,22,38,38,37,41
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Fredericia,172,177,207,236,251,295,330,421,478,562
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Haderslev,155,204,219,219,252,275,343,337,362,457
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Kolding,355,394,361,431,479,530,677,819,833,921
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Sønderborg,205,246,271,293,332,365,417,473,523,566
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Tønder,77,99,98,115,124,143,164,217,211,246
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Varde,153,160,188,200,229,221,286,340,363,397
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Vejen,116,136,143,141,184,199,229,302,332,335
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Vejle,458,477,551,582,598,691,893,1001,1074,1216
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Aabenraa,162,191,226,209,251,283,338,379,398,436
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Favrskov,154,157,177,216,255,271,334,345,363,431
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Hedensted,134,169,177,214,221,223,239,290,390,428
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Horsens,302,301,337,402,449,499,581,738,764,858
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Norddjurs,122,139,153,143,150,186,229,253,271,320
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Odder,72,94,102,131,126,127,159,169,181,225
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Randers,327,328,356,423,480,484,606,720,804,904
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Samsø,8,16,17,11,12,16,20,34,26,36
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Silkeborg,337,358,405,445,495,548,675,779,870,959
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Skanderborg,244,258,315,308,332,363,419,485,515,557
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Syddjurs,149,179,188,214,213,246,300,331,353,404
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Aarhus,1464,1640,1777,1860,2097,2280,2899,3269,3319,3913
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Herning,235,274,313,354,378,427,538,629,672,765
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Holstebro,176,160,198,209,266,267,331,376,407,469
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ikast-Brande,113,143,140,152,182,182,230,276,305,332
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Lemvig,63,72,90,91,93,91,107,117,140,142
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Ringkøbing-Skjern,175,194,190,225,241,227,303,346,378,427
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Skive,133,122,143,165,188,207,247,316,317,378
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Struer,56,72,71,74,97,112,117,132,142,145
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Viborg,318,341,383,409,473,542,635,741,795,900
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Brønderslev,86,112,108,97,148,149,178,211,217,256
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Frederikshavn,176,182,185,201,230,282,357,384,416,473
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Hjørring,200,217,242,231,292,290,412,448,472,546
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Jammerbugt,78,101,110,107,113,160,185,207,214,253
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Læsø,11,8,6,10,9,16,8,16,17,15
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Mariagerfjord,119,137,143,178,202,206,244,297,348,378
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Morsø,53,40,58,65,84,73,94,117,144,150
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Rebild,90,88,105,110,139,145,171,223,200,241
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Thisted,113,129,127,149,174,185,215,240,248,275
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Vesthimmerlands,91,102,114,136,143,170,173,228,235,282
Families in the group (Number),"600,000 - 699,999 DKK","Single people, total",Aalborg,734,858,884,1005,1051,1205,1567,1780,1890,2283
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",All Denmark,168258,168795,170868,170739,173318,173846,167411,169468,173422,170094
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Copenhagen,13167,13735,14339,14501,15175,15901,15612,16500,17026,17902
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Frederiksberg,2743,2759,2771,2741,2777,2910,2924,2862,2981,3028
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Dragør,408,397,378,350,363,346,322,358,384,329
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Tårnby,1517,1451,1405,1385,1335,1288,1162,1086,1133,1085
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Albertslund,737,753,756,717,754,724,722,718,743,729
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Ballerup,1309,1259,1238,1242,1352,1315,1320,1248,1308,1268
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Brøndby,969,984,1042,961,995,990,978,997,1032,1110
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Gentofte,1645,1601,1610,1638,1667,1683,1707,1671,1674,1645
Families in the group (Number),"700,000 - 799,000 DKK","Families, total",Gladsaxe,1665,1688,1657,1719,1717,1759,1677,1735,1713,1840
